entity_id,state,domain,friendly_name
todo.shopping,4,todo,shopping
binary_sensor.woonkamer_rookmelder_alarm_2,unknown,binary_sensor,Woonkamer rookmelder Alarm
binary_sensor.woonkamer_rookmelder_test_2,off,binary_sensor,Woonkamer rookmelder Test
update.home_assistant_connect_zbt_2_1cdbd45f26ac_firmware,unknown,update,ZBT-2 - Zigbee Coordinator Firmware
binary_sensor.woonkamer_rookmelder_carbon_monoxide_2,off,binary_sensor,Woonkamer rookmelder Carbon monoxide
update.home_assistant_connect_zbt_2_dcb4d914a57c_firmware,off,update,ZBT-2 - Thread Border Router Firmware
select.woonkamer_home_assistant_voice_woonkamer_assistant,KleinAssist,select,Home Assistant Voice Woonkamer Assistant
select.woonkamer_home_assistant_voice_woonkamer_assistant_2,KleinAssist,select,Home Assistant Voice Woonkamer Assistant 2
select.woonkamer_home_assistant_voice_woonkamer_finished_speaking_detection,default,select,Home Assistant Voice Woonkamer Finished speaking detection
select.woonkamer_home_assistant_voice_woonkamer_wake_word,Okay Nabu,select,Home Assistant Voice Woonkamer Wake word
select.woonkamer_home_assistant_voice_woonkamer_wake_word_2,no_wake_word,select,Home Assistant Voice Woonkamer Wake word 2
update.woonkamer_home_assistant_voice_woonkamer,off,update,Home Assistant Voice Woonkamer
light.woonkamer_home_assistant_voice_woonkamer_led_ring,off,light,Home Assistant Voice Woonkamer LED Ring
media_player.woonkamer_home_assistant_voice_woonkamer_media_player,idle,media_player,Home Assistant Voice Woonkamer Media Player
event.woonkamer_home_assistant_voice_woonkamer_button_press,unknown,event,Home Assistant Voice Woonkamer Button press
switch.woonkamer_home_assistant_voice_woonkamer_mute,off,switch,Home Assistant Voice Woonkamer Mute
switch.woonkamer_home_assistant_voice_woonkamer_wake_sound,on,switch,Home Assistant Voice Woonkamer Wake sound
select.woonkamer_home_assistant_voice_woonkamer_wake_word_sensitivity,Moderately sensitive,select,Home Assistant Voice Woonkamer Wake word sensitivity
binary_sensor.woonkamer_rookmelder_tamper_2,off,binary_sensor,Woonkamer rookmelder Tamper
binary_sensor.woonkamer_rookmelder_battery_low_2,off,binary_sensor,Woonkamer rookmelder Battery
text.everything_presence_lite_20b1c8_polygon_zone_1,unavailable,text,EPL Living room Polygon Zone 1
text.everything_presence_lite_20b1c8_polygon_zone_2,unavailable,text,EPL Living room Polygon Zone 2
text.everything_presence_lite_20b1c8_polygon_zone_3,unavailable,text,EPL Living room Polygon Zone 3
text.everything_presence_lite_20b1c8_polygon_zone_4,unavailable,text,EPL Living room Polygon Zone 4
text.everything_presence_lite_20b1c8_polygon_exclusion_1,unavailable,text,EPL Living room Polygon Exclusion 1
text.everything_presence_lite_20b1c8_polygon_exclusion_2,unavailable,text,EPL Living room Polygon Exclusion 2
text.everything_presence_lite_20b1c8_polygon_entry_1,unavailable,text,EPL Living room Polygon Entry 1
text.everything_presence_lite_20b1c8_polygon_entry_2,unavailable,text,EPL Living room Polygon Entry 2
light.everything_presence_lite_20b1c8_esp32_led,unavailable,light,EPL Living room ESP32 LED
button.everything_presence_lite_20b1c8_esp_reboot,unavailable,button,EPL Living room ESP Reboot
button.epl_living_room_apply_update,unavailable,button,EPL Living room Apply Update
switch.everything_presence_lite_20b1c8_stale_target_reset,unavailable,switch,EPL Living room Stale Target Reset
switch.everything_presence_lite_20b1c8_upside_down_mounting,unavailable,switch,EPL Living room Upside Down Mounting
switch.everything_presence_lite_20b1c8_entry_exit_enabled,unavailable,switch,EPL Living room Entry Exit Enabled
switch.everything_presence_lite_20b1c8_polygon_zones,unavailable,switch,EPL Living room Polygon Zones
binary_sensor.everything_presence_lite_20b1c8_occupancy,unavailable,binary_sensor,EPL Living room Occupancy
binary_sensor.everything_presence_lite_20b1c8_zone_1_occupancy,unavailable,binary_sensor,EPL Living room Zone 1 Occupancy
binary_sensor.everything_presence_lite_20b1c8_target_1_active,unavailable,binary_sensor,EPL Living room Target 1 Active
binary_sensor.everything_presence_lite_20b1c8_target_2_active,unavailable,binary_sensor,EPL Living room Target 2 Active
binary_sensor.everything_presence_lite_20b1c8_target_3_active,unavailable,binary_sensor,EPL Living room Target 3 Active
binary_sensor.everything_presence_lite_20b1c8_assumed_present,unavailable,binary_sensor,EPL Living room Assumed Present
select.epl_living_room_bluetooth_proxy,unavailable,select,EPL Living room Bluetooth Proxy
select.epl_living_room_co2_sensor,unavailable,select,EPL Living room CO2 Sensor
select.everything_presence_lite_20b1c8_update_speed,unavailable,select,EPL Living room Update speed
select.everything_presence_lite_20b1c8_extra_entities_update,unavailable,select,EPL Living room Extra entities update
select.everything_presence_lite_20b1c8_tracking_behaviour,unavailable,select,EPL Living room Tracking Behaviour
number.everything_presence_lite_20b1c8_illuminance_offset,unavailable,number,EPL Living room Illuminance Offset
number.everything_presence_lite_20b1c8_occupancy_off_delay,unavailable,number,EPL Living room Occupancy Off Delay
number.everything_presence_lite_20b1c8_max_distance,unavailable,number,EPL Living room Max Distance
number.everything_presence_lite_20b1c8_installation_angle,unavailable,number,EPL Living room Installation Angle
number.everything_presence_lite_20b1c8_exit_threshold_pct,unavailable,number,EPL Living room Exit Threshold Pct
number.everything_presence_lite_20b1c8_assume_present_timeout,unavailable,number,EPL Living room Assume Present Timeout
number.everything_presence_lite_20b1c8_entry_zone_1_begin_x,unavailable,number,EPL Living room Entry Zone 1 Begin X
number.everything_presence_lite_20b1c8_entry_zone_1_end_x,unavailable,number,EPL Living room Entry Zone 1 End X
number.everything_presence_lite_20b1c8_entry_zone_1_begin_y,unavailable,number,EPL Living room Entry Zone 1 Begin Y
number.everything_presence_lite_20b1c8_entry_zone_1_end_y,unavailable,number,EPL Living room Entry Zone 1 End Y
number.everything_presence_lite_20b1c8_zone_1_begin_x,unavailable,number,EPL Living room Zone 1 Begin X
number.everything_presence_lite_20b1c8_zone_1_end_x,unavailable,number,EPL Living room Zone 1 End X
number.everything_presence_lite_20b1c8_zone_1_begin_y,unavailable,number,EPL Living room Zone 1 Begin Y
number.everything_presence_lite_20b1c8_zone_1_end_y,unavailable,number,EPL Living room Zone 1 End Y
number.everything_presence_lite_20b1c8_zone_1_occupancy_off_delay,unavailable,number,EPL Living room Zone 1 Occupancy Off Delay
number.everything_presence_lite_20b1c8_occupancy_mask_1_begin_x,unavailable,number,EPL Living room Occupancy Mask 1 Begin X
number.everything_presence_lite_20b1c8_occupancy_mask_1_end_x,unavailable,number,EPL Living room Occupancy Mask 1 End X
number.everything_presence_lite_20b1c8_occupancy_mask_1_begin_y,unavailable,number,EPL Living room Occupancy Mask 1 Begin Y
number.everything_presence_lite_20b1c8_occupancy_mask_1_end_y,unavailable,number,EPL Living room Occupancy Mask 1 End Y
number.everything_presence_lite_20b1c8_stale_target_reset_timeout,unavailable,number,EPL Living room Stale Target Reset Timeout
sensor.everything_presence_lite_20b1c8_illuminance,unavailable,sensor,EPL Living room Illuminance
sensor.everything_presence_lite_20b1c8_assumed_present_remaining,unavailable,sensor,EPL Living room Assumed Present Remaining
sensor.everything_presence_lite_20b1c8_target_1_x,unavailable,sensor,EPL Living room Target 1 X
sensor.everything_presence_lite_20b1c8_target_1_y,unavailable,sensor,EPL Living room Target 1 Y
sensor.everything_presence_lite_20b1c8_target_1_speed,unavailable,sensor,EPL Living room Target 1 Speed
sensor.everything_presence_lite_20b1c8_target_1_resolution,unavailable,sensor,EPL Living room Target 1 Resolution
sensor.everything_presence_lite_20b1c8_target_2_x,unavailable,sensor,EPL Living room Target 2 X
sensor.everything_presence_lite_20b1c8_target_2_y,unavailable,sensor,EPL Living room Target 2 Y
sensor.everything_presence_lite_20b1c8_target_2_speed,unavailable,sensor,EPL Living room Target 2 Speed
sensor.everything_presence_lite_20b1c8_target_2_resolution,unavailable,sensor,EPL Living room Target 2 Resolution
sensor.everything_presence_lite_20b1c8_target_3_x,unavailable,sensor,EPL Living room Target 3 X
sensor.everything_presence_lite_20b1c8_target_3_y,unavailable,sensor,EPL Living room Target 3 Y
sensor.everything_presence_lite_20b1c8_target_3_speed,unavailable,sensor,EPL Living room Target 3 Speed
sensor.everything_presence_lite_20b1c8_target_3_resolution,unavailable,sensor,EPL Living room Target 3 Resolution
sensor.everything_presence_lite_20b1c8_target_1_angle,unavailable,sensor,EPL Living room Target 1 Angle
sensor.everything_presence_lite_20b1c8_target_2_angle,unavailable,sensor,EPL Living room Target 2 Angle
sensor.everything_presence_lite_20b1c8_target_3_angle,unavailable,sensor,EPL Living room Target 3 Angle
sensor.everything_presence_lite_20b1c8_target_1_distance,unavailable,sensor,EPL Living room Target 1 Distance
sensor.everything_presence_lite_20b1c8_target_2_distance,unavailable,sensor,EPL Living room Target 2 Distance
sensor.everything_presence_lite_20b1c8_target_3_distance,unavailable,sensor,EPL Living room Target 3 Distance
sensor.everything_presence_lite_20b1c8_zone_1_target_count,unavailable,sensor,EPL Living room Zone 1 Target Count
update.raspberry_pi_5_firmware,off,update,Raspberry Pi 5 Firmware
binary_sensor.ikea_parasol_2_contact_2,unavailable,binary_sensor,ikea parasol 2 Door
binary_sensor.zigbee2mqtt_bridge_connection_state_2,on,binary_sensor,Zigbee2MQTT Bridge Connection state
binary_sensor.ikea_raamsensor_j_d_contact,off,binary_sensor,Ikea raamsensor J/D Door
binary_sensor.red_robin_dry,off,binary_sensor,Red Robin Dry
binary_sensor.bamboe_achtertuin_dry,off,binary_sensor,Bamboe (achtertuin) Dry
binary_sensor.voordeur_bewegingssensor_occupancy,off,binary_sensor,Voordeur bewegingssensor Occupancy
binary_sensor.voordeur_bewegingssensor_illuminance_above_threshold,off,binary_sensor,Voordeur bewegingssensor Illuminance above threshold
button.repeater_schuur_identify_2,unknown,button,Repeater schuur Identify
button.rolluik_knop_j_d_identify_2,unknown,button,Rolluik knop J/D Identify
button.darius_knop_identify_2,unknown,button,Darius knop Identify
button.poort_bewegingssensor_identify_2,unknown,button,Poort bewegingssensor Identify
button.veranda_bewegingssensor_identify_2,unknown,button,Veranda bewegingssensor Identify
button.rolien_knop_identify_2,unknown,button,Rolien knop Identify
button.rolluik_knop_r_r_identify_2,unknown,button,Rolluik knop R/R Identify
button.rudi_knop_identify_2,unknown,button,Rudi knop Identify
button.repeater_zolder_identify_2,unknown,button,Repeater zolder Identify
button.deken_julius_identify_2,unavailable,button,Deken Julius Identify
button.ikea_parasol_2_identify_2,unavailable,button,ikea parasol 2 Identify
button.ikea_energy_meter_2_server_identify_2,unknown,button,IKEA energy meter 2 - Server Identify
button.ikea_energy_meter_1_darius_identify_2,unknown,button,IKEA energy meter 1 - Darius Identify
button.ikea_energy_meter_5_badkamer_verwarming_identify_2,unknown,button,IKEA energy meter 5 Badkamer verwarming Identify
button.ikea_energy_meter_8_airfryer_identify_2,unknown,button,IKEA energy meter 8 Airfryer Identify
button.ikea_energy_meter_7_miniboiler_identify_2,unknown,button,IKEA energy meter 7 Miniboiler Identify
button.ikea_energy_meter_3_droger_identify_2,unknown,button,IKEA energy meter 3 - Droger Identify
button.ikea_energy_meter_4_wasmachine_identify_2,unknown,button,IKEA energy meter 4 Wasmachine Identify
button.ikea_energy_meter_6_minikoelkast_identify_2,unknown,button,IKEA energy meter 6 Minikoelkast Identify
button.ikea_energy_meter_11_bureau_rolien_identify_2,unknown,button,IKEA energy meter 11 Bureau Rolien Identify
button.ikea_energy_meter_9_plafond_verwarming_identify_2,unknown,button,IKEA energy meter 9 Plafond verwarming Identify
button.ikea_energy_meter_12_voetverwarmer_identify_2,unavailable,button,IKEA energy meter 12 - Voetverwarmer Identify
button.knop_badkamer_ir_slaapkamer_identify_2,unknown,button,Knop badkamer IR slaapkamer Identify
button.zigbee2mqtt_bridge_restart_2,unknown,button,Zigbee2MQTT Bridge Restart
button.tv_knop_identify_2,unknown,button,TV knop Identify
button.ikea_energy_meter_13_waterleiding_identify,unknown,button,IKEA energy meter 13 Waterleiding Identify
button.ikea_raamsensor_j_d_identify,unknown,button,Ikea raamsensor J/D Identify
button.0x04e3e5fffe09f5fd_identify,unknown,button,Bedroom IR panel thermostat Identify
button.0x84ba20fffe3217f5_identify,unavailable,button,0x84ba20fffe3217f5 Identify
button.keukenlicht_identify,unknown,button,Keukenlicht Identify
button.verandalamp_links_identify,unknown,button,Verandalamp-links Identify
button.verandalamp_rechts_identify,unknown,button,Verandalamp-rechts Identify
button.veranda_ventilator_identify,unknown,button,Veranda-ventilator Identify
button.tv_identify,unknown,button,TV Identify
button.bureaulamp_rudi_identify,unknown,button,Bureaulamp Rudi Identify
button.bureau_rudi_identify,unknown,button,Bureau Rudi Identify
button.voordeur_bewegingssensor_identify,unknown,button,Voordeur bewegingssensor Identify
button.deken_r_r_identify,unavailable,button,Deken R/R Identify
button.oude_schuur_buitenlamp_identify,unknown,button,Oude schuur - buitenlamp Identify
button.buitenlamp_nieuwe_schuur_identify,unknown,button,Buitenlamp - nieuwe schuur Identify
button.keuken_aanrecht_identify,unknown,button,Keuken - aanrecht Identify
button.keuken_aanrechtlicht_identify,unknown,button,Keuken - aanrechtlicht Identify
button.zonnescherm_stroom_identify,unknown,button,Zonnescherm stroom Identify
button.vijverpompen_identify,unknown,button,Vijverpompen Identify
button.luchtpomp_identify,unknown,button,Luchtpomp Identify
assist_satellite.woonkamer_home_assistant_voice_woonkamer_assist_satellite,idle,assist_satellite,Home Assistant Voice Woonkamer Assist satellite
alarm_control_panel.kleinunifi_alarm_manager,disarmed,alarm_control_panel,KleinUnifi Alarm Manager
binary_sensor.kleinspy1_veranda_is_dark,off,binary_sensor,KleinSpy1 (veranda) Is dark
binary_sensor.kleinspy1_veranda_status_light_on,on,binary_sensor,KleinSpy1 (veranda) Status light
binary_sensor.kleinspy1_veranda_hdr_mode,on,binary_sensor,KleinSpy1 (veranda) HDR mode
binary_sensor.kleinspy1_veranda_system_sounds,off,binary_sensor,KleinSpy1 (veranda) System sounds
binary_sensor.kleinspy1_veranda_overlay_show_name,on,binary_sensor,KleinSpy1 (veranda) Overlay: show name
binary_sensor.kleinspy1_veranda_overlay_show_date,on,binary_sensor,KleinSpy1 (veranda) Overlay: show date
binary_sensor.kleinspy1_veranda_overlay_show_logo,on,binary_sensor,KleinSpy1 (veranda) Overlay: show logo
binary_sensor.kleinspy1_veranda_overlay_show_bitrate,on,binary_sensor,KleinSpy1 (veranda) Overlay: show nerd mode
binary_sensor.kleinspy1_veranda_detections_motion,on,binary_sensor,KleinSpy1 (veranda) Motion detection
binary_sensor.kleinspy2_voordeur_is_dark,off,binary_sensor,KleinSpy2 (voordeur) Is dark
binary_sensor.kleinspy2_voordeur_status_light_on,on,binary_sensor,KleinSpy2 (voordeur) Status light
binary_sensor.kleinspy2_voordeur_hdr_mode,on,binary_sensor,KleinSpy2 (voordeur) HDR mode
binary_sensor.kleinspy2_voordeur_system_sounds,off,binary_sensor,KleinSpy2 (voordeur) System sounds
binary_sensor.kleinspy2_voordeur_overlay_show_name,on,binary_sensor,KleinSpy2 (voordeur) Overlay: show name
binary_sensor.kleinspy2_voordeur_overlay_show_date,on,binary_sensor,KleinSpy2 (voordeur) Overlay: show date
binary_sensor.kleinspy2_voordeur_overlay_show_logo,on,binary_sensor,KleinSpy2 (voordeur) Overlay: show logo
binary_sensor.kleinspy2_voordeur_overlay_show_bitrate,on,binary_sensor,KleinSpy2 (voordeur) Overlay: show nerd mode
binary_sensor.kleinspy2_voordeur_detections_motion,on,binary_sensor,KleinSpy2 (voordeur) Motion detection
binary_sensor.kleinspy1_veranda_motion,unavailable,binary_sensor,KleinSpy1 (veranda) Motion
binary_sensor.kleinspy2_voordeur_motion,unavailable,binary_sensor,KleinSpy2 (voordeur) Motion
binary_sensor.kleingen_hdd_1,on,binary_sensor,KleinUnifi None 1
camera.kleinspy1_veranda_high,idle,camera,KleinSpy1 (veranda) High resolution channel
camera.kleinspy2_voordeur_high,idle,camera,KleinSpy2 (voordeur) High resolution channel
media_player.kleinspy1_veranda_speaker,idle,media_player,KleinSpy1 (veranda) Speaker
media_player.kleinspy2_voordeur_speaker,idle,media_player,KleinSpy2 (voordeur) Speaker
sensor.kleinspy1_veranda_storage_used,0,sensor,KleinSpy1 (veranda) Storage used
sensor.kleinspy1_veranda_disk_write_rate,0,sensor,KleinSpy1 (veranda) Disk write rate
sensor.kleinspy1_veranda_microphone_level,100,sensor,KleinSpy1 (veranda) Microphone level
sensor.kleinspy1_veranda_recording_mode,never,sensor,KleinSpy1 (veranda) Recording mode
sensor.kleinspy1_veranda_infrared_mode,autoFilterOnly,sensor,KleinSpy1 (veranda) Infrared mode
sensor.kleinspy2_voordeur_storage_used,0,sensor,KleinSpy2 (voordeur) Storage used
sensor.kleinspy2_voordeur_disk_write_rate,0,sensor,KleinSpy2 (voordeur) Disk write rate
sensor.kleinspy2_voordeur_microphone_level,100,sensor,KleinSpy2 (voordeur) Microphone level
sensor.kleinspy2_voordeur_recording_mode,never,sensor,KleinSpy2 (voordeur) Recording mode
sensor.kleinspy2_voordeur_infrared_mode,autoFilterOnly,sensor,KleinSpy2 (voordeur) Infrared mode
sensor.kleingen_uptime,2026-07-28T01:48:00+00:00,sensor,KleinUnifi Uptime
sensor.kleingen_storage_utilization,0,sensor,KleinUnifi Storage utilization
sensor.kleingen_type_timelapse_video,unknown,sensor,KleinUnifi Type: timelapse video
sensor.kleingen_type_continuous_video,unknown,sensor,KleinUnifi Type: continuous video
sensor.kleingen_type_detections_video,unknown,sensor,KleinUnifi Type: detections video
sensor.kleingen_resolution_hd_video,unknown,sensor,KleinUnifi Resolution: HD video
sensor.kleingen_resolution_4k_video,unknown,sensor,KleinUnifi Resolution: 4K video
sensor.kleingen_resolution_free_space,unknown,sensor,KleinUnifi Resolution: free space
sensor.kleingen_recording_capacity,0,sensor,KleinUnifi Recording capacity
cover.gordijn_j_d_2,unavailable,cover,Gordijn J/D
binary_sensor.tumble_dryer_door,on,binary_sensor,Tumble dryer Door
binary_sensor.tumble_dryer_notification_active,off,binary_sensor,Tumble dryer Notification active
binary_sensor.tumble_dryer_problem,off,binary_sensor,Tumble dryer Problem
binary_sensor.tumble_dryer_remote_control,on,binary_sensor,Tumble dryer Remote control
binary_sensor.tumble_dryer_smart_grid,off,binary_sensor,Tumble dryer Smart grid
binary_sensor.tumble_dryer_mobile_start,off,binary_sensor,Tumble dryer Mobile start
sensor.tumble_dryer,off,sensor,Tumble dryer
sensor.tumble_dryer_program,no_program,sensor,Tumble dryer Program
sensor.tumble_dryer_program_phase,not_running,sensor,Tumble dryer Program phase
sensor.tumble_dryer_program_type,normal_operation_mode,sensor,Tumble dryer Program type
sensor.tumble_dryer_energy_consumption,unknown,sensor,Tumble dryer Energy consumption
sensor.tumble_dryer_energy_forecast,unknown,sensor,Tumble dryer Energy forecast
sensor.tumble_dryer_remaining_time,unknown,sensor,Tumble dryer Remaining time
sensor.tumble_dryer_elapsed_time,unknown,sensor,Tumble dryer Elapsed time
sensor.tumble_dryer_start_in,unknown,sensor,Tumble dryer Start in
sensor.tumble_dryer_finish,unknown,sensor,Tumble dryer Finish
sensor.tumble_dryer_start,unknown,sensor,Tumble dryer Start
sensor.tumble_dryer_drying_step,unknown,sensor,Tumble dryer Drying step
switch.tumble_dryer_power,off,switch,Tumble dryer Power
climate.zolder_room_temperature,cool,climate,Zolder Room Temperature
climate.huiskamer_room_temperature,cool,climate,Huiskamer Room Temperature
sensor.zolder_ratelimit_remaining_day,91,sensor,Zolder Gateway Ratelimit remaining day
sensor.zolder_gateway_error_code,,sensor,Zolder Gateway Error code
sensor.zolder_gateway_ip_address,192.168.178.45,sensor,Zolder Gateway IP address
sensor.zolder_gateway_ssid,DaikinAP70995,sensor,Zolder Gateway SSID
sensor.zolder_gateway_time_zone,Europe/Amsterdam,sensor,Zolder Gateway Time zone
sensor.zolder_climatecontrol_error_code,A5-,sensor,Zolder ClimateControl Error code
sensor.zolder_climatecontrol_room_temperature,22,sensor,Zolder ClimateControl Room temperature
sensor.zolder_climatecontrol_outdoor_temperature,28.5,sensor,Zolder ClimateControl Outdoor temperature
sensor.zolder_climatecontrol_heating_daily_electrical_consumption,0,sensor,Zolder ClimateControl Heating daily electrical consumption
sensor.zolder_climatecontrol_heating_weekly_electrical_consumption,0,sensor,Zolder ClimateControl Heating weekly electrical consumption
sensor.zolder_climatecontrol_heating_monthly_electrical_consumption,0,sensor,Zolder ClimateControl Heating monthly electrical consumption
sensor.zolder_climatecontrol_heating_yearly_electrical_consumption,236.6,sensor,Zolder ClimateControl Heating yearly electrical consumption
sensor.zolder_climatecontrol_cooling_daily_electrical_consumption,6.6,sensor,Zolder ClimateControl Cooling daily electrical consumption
sensor.zolder_climatecontrol_cooling_weekly_electrical_consumption,6.6,sensor,Zolder ClimateControl Cooling weekly electrical consumption
sensor.zolder_climatecontrol_cooling_monthly_electrical_consumption,11.8,sensor,Zolder ClimateControl Cooling monthly electrical consumption
sensor.zolder_climatecontrol_cooling_yearly_electrical_consumption,229.6,sensor,Zolder ClimateControl Cooling yearly electrical consumption
sensor.zolder_outdoorunit_error_code,00-,sensor,Zolder OutdoorUnit Error code
sensor.huiskamer_ratelimit_remaining_day,91,sensor,Huiskamer Gateway Ratelimit remaining day
sensor.huiskamer_gateway_error_code,,sensor,Huiskamer Gateway Error code
sensor.huiskamer_gateway_ip_address,192.168.178.108,sensor,Huiskamer Gateway IP address
sensor.huiskamer_gateway_ssid,DaikinAP37747,sensor,Huiskamer Gateway SSID
sensor.huiskamer_gateway_time_zone,Europe/Amsterdam,sensor,Huiskamer Gateway Time zone
sensor.huiskamer_climatecontrol_error_code,U0-00,sensor,Huiskamer ClimateControl Error code
sensor.huiskamer_climatecontrol_room_temperature,23,sensor,Huiskamer ClimateControl Room temperature
sensor.huiskamer_climatecontrol_outdoor_temperature,28,sensor,Huiskamer ClimateControl Outdoor temperature
sensor.huiskamer_climatecontrol_heating_daily_electrical_consumption,0,sensor,Huiskamer ClimateControl Heating daily electrical consumption
sensor.huiskamer_climatecontrol_heating_weekly_electrical_consumption,0,sensor,Huiskamer ClimateControl Heating weekly electrical consumption
sensor.huiskamer_climatecontrol_heating_monthly_electrical_consumption,0,sensor,Huiskamer ClimateControl Heating monthly electrical consumption
sensor.huiskamer_climatecontrol_heating_yearly_electrical_consumption,628.5,sensor,Huiskamer ClimateControl Heating yearly electrical consumption
sensor.huiskamer_climatecontrol_cooling_daily_electrical_consumption,2.8,sensor,Huiskamer ClimateControl Cooling daily electrical consumption
sensor.huiskamer_climatecontrol_cooling_weekly_electrical_consumption,2.8,sensor,Huiskamer ClimateControl Cooling weekly electrical consumption
sensor.huiskamer_climatecontrol_cooling_monthly_electrical_consumption,5.5,sensor,Huiskamer ClimateControl Cooling monthly electrical consumption
sensor.huiskamer_climatecontrol_cooling_yearly_electrical_consumption,115.2,sensor,Huiskamer ClimateControl Cooling yearly electrical consumption
sensor.huiskamer_outdoorunit_error_code,00-,sensor,Huiskamer OutdoorUnit Error code
select.zolder_climatecontrol_schedule,off,select,Zolder ClimateControl Schedule
select.huiskamer_climatecontrol_schedule,off,select,Huiskamer ClimateControl Schedule
binary_sensor.zolder_gateway_is_firmware_update_supported,on,binary_sensor,Zolder Gateway Is firmware update supported
binary_sensor.zolder_gateway_is_in_error_state,off,binary_sensor,Zolder Gateway Is in error state
binary_sensor.zolder_climatecontrol_is_holiday_mode_active,off,binary_sensor,Zolder ClimateControl Is holiday mode active
binary_sensor.zolder_climatecontrol_is_in_caution_state,off,binary_sensor,Zolder ClimateControl Is in caution state
binary_sensor.zolder_climatecontrol_is_in_error_state,off,binary_sensor,Zolder ClimateControl Is in error state
binary_sensor.zolder_climatecontrol_is_in_mode_conflict,off,binary_sensor,Zolder ClimateControl Is in mode conflict
binary_sensor.zolder_climatecontrol_is_in_warning_state,off,binary_sensor,Zolder ClimateControl Is in warning state
binary_sensor.zolder_climatecontrol_is_powerful_mode_active,off,binary_sensor,Zolder ClimateControl Is powerful mode active
binary_sensor.zolder_outdoorunit_is_in_caution_state,off,binary_sensor,Zolder OutdoorUnit Is in caution state
binary_sensor.zolder_outdoorunit_is_in_error_state,off,binary_sensor,Zolder OutdoorUnit Is in error state
binary_sensor.zolder_outdoorunit_is_in_warning_state,off,binary_sensor,Zolder OutdoorUnit Is in warning state
binary_sensor.huiskamer_gateway_is_firmware_update_supported,on,binary_sensor,Huiskamer Gateway Is firmware update supported
binary_sensor.huiskamer_gateway_is_in_error_state,off,binary_sensor,Huiskamer Gateway Is in error state
binary_sensor.huiskamer_climatecontrol_is_holiday_mode_active,off,binary_sensor,Huiskamer ClimateControl Is holiday mode active
binary_sensor.huiskamer_climatecontrol_is_in_caution_state,off,binary_sensor,Huiskamer ClimateControl Is in caution state
binary_sensor.huiskamer_climatecontrol_is_in_error_state,off,binary_sensor,Huiskamer ClimateControl Is in error state
binary_sensor.huiskamer_climatecontrol_is_in_mode_conflict,off,binary_sensor,Huiskamer ClimateControl Is in mode conflict
binary_sensor.huiskamer_climatecontrol_is_in_warning_state,off,binary_sensor,Huiskamer ClimateControl Is in warning state
binary_sensor.huiskamer_climatecontrol_is_powerful_mode_active,off,binary_sensor,Huiskamer ClimateControl Is powerful mode active
binary_sensor.huiskamer_outdoorunit_is_in_caution_state,off,binary_sensor,Huiskamer OutdoorUnit Is in caution state
binary_sensor.huiskamer_outdoorunit_is_in_error_state,off,binary_sensor,Huiskamer OutdoorUnit Is in error state
binary_sensor.huiskamer_outdoorunit_is_in_warning_state,off,binary_sensor,Huiskamer OutdoorUnit Is in warning state
button.zolder_refresh,unknown,button,Zolder Refresh
button.huiskamer_refresh,unknown,button,Huiskamer Refresh
update.zolder_gateway_firmware_update_2,off,update,Zolder Gateway Firmware update
update.zolder_indoorunit_firmware_update,off,update,Zolder IndoorUnit Firmware update
update.huiskamer_gateway_firmware_update_2,off,update,Huiskamer Gateway Firmware update
update.huiskamer_indoorunit_firmware_update,off,update,Huiskamer IndoorUnit Firmware update
button.ignore_all_issues,2026-05-22T12:23:39.729915+00:00,button,Repairs Ignore all
button.unignore_all_issues,2026-05-22T12:22:51.889922+00:00,button,Repairs Unignore all
button.homeassistant_restart,unknown,button,Home Assistant Restart
button.homeassistant_reload,unknown,button,Home Assistant Reload
event.repair,2026-08-02T16:33:30.047+00:00,event,Repairs
number.floor_surface_thermostat_temperature_calibration_2,unknown,number,Floor surface thermostat Temperature calibration
number.bedroom_ir_panel_thermostat_temperature_calibration_2,unknown,number,Bedroom IR panel thermostat Temperature calibration
number.sonoff_zbdongle_p_router_transmit_power,20,number,Sonoff ZBdongle-P router Transmit power
number.red_robin_temperature_calibration,0,number,Red Robin Temperature calibration
number.red_robin_humidity_calibration,0,number,Red Robin Humidity calibration
number.red_robin_soil_calibration,0,number,Red Robin Soil calibration
number.red_robin_temperature_sampling,30,number,Red Robin Temperature sampling
number.red_robin_soil_sampling,30,number,Red Robin Soil sampling
number.red_robin_soil_warning,20,number,Red Robin Soil warning
number.bamboe_achtertuin_temperature_calibration,0,number,Bamboe (achtertuin) Temperature calibration
number.bamboe_achtertuin_humidity_calibration,0,number,Bamboe (achtertuin) Humidity calibration
number.bamboe_achtertuin_soil_calibration,0,number,Bamboe (achtertuin) Soil calibration
number.bamboe_achtertuin_temperature_sampling,30,number,Bamboe (achtertuin) Temperature sampling
number.bamboe_achtertuin_soil_sampling,30,number,Bamboe (achtertuin) Soil sampling
number.bamboe_achtertuin_soil_warning,20,number,Bamboe (achtertuin) Soil warning
climate.ev3_climate_control,off,climate,EV3 Climate Control
sensor.issues,9,sensor,Repairs Total
sensor.active_issues,0,sensor,Repairs Active
sensor.ignored_issues,9,sensor,Repairs Ignored
sensor.air_quality,0,sensor,Home Assistant Air quality
sensor.alarm_control_panels,1,sensor,Home Assistant Alarm control panels
sensor.areas,20,sensor,Home Assistant Areas
sensor.automations,36,sensor,Home Assistant Automations
